Ngày,Giờ,Mưa,Nhiệt độ,Độ ẩm,Bức xạ,Khí áp,T.độ gió,H. gió
01/04/2018,08:00,0,27.1,77,338,1011.5,2.5,121
01/04/2018,08:10,0,-,-,-,-,-,-
01/04/2018,08:20,0,-,-,-,-,-,-
01/04/2018,08:30,0,-,-,-,-,-,-
01/04/2018,08:40,0,-,-,-,-,-,-
01/04/2018,08:50,0,-,-,-,-,-,-
01/04/2018,09:00,0,28.9,68,533,1012.1,3,120
01/04/2018,09:10,0,-,-,-,-,-,-
01/04/2018,09:20,0,-,-,-,-,-,-
01/04/2018,09:30,0,-,-,-,-,-,-
01/04/2018,09:40,0,-,-,-,-,-,-
01/04/2018,09:50,0,-,-,-,-,-,-
01/04/2018,10:00,0,30.4,62,721,1012.5,3.4,92
01/04/2018,10:10,0,-,-,-,-,-,-
01/04/2018,10:20,0,-,-,-,-,-,-
01/04/2018,10:30,0,-,-,-,-,-,-
01/04/2018,10:40,0,-,-,-,-,-,-
01/04/2018,10:50,0,-,-,-,-,-,-
01/04/2018,11:00,0,31.7,56,847,1012.2,2.8,87
01/04/2018,11:10,0,-,-,-,-,-,-
01/04/2018,11:20,0,-,-,-,-,-,-
01/04/2018,11:30,0,-,-,-,-,-,-
01/04/2018,11:40,0,-,-,-,-,-,-
01/04/2018,11:50,0,-,-,-,-,-,-
01/04/2018,12:00,0,32.6,53,911,1011.2,2.1,74
01/04/2018,12:10,0,-,-,-,-,-,-
01/04/2018,12:20,0,-,-,-,-,-,-
01/04/2018,12:30,0,-,-,-,-,-,-
01/04/2018,12:40,0,-,-,-,-,-,-
01/04/2018,12:50,0,-,-,-,-,-,-
01/04/2018,13:00,0,33.2,51,773,1010.1,2.3,84
01/04/2018,13:10,0,-,-,-,-,-,-
01/04/2018,13:20,0,-,-,-,-,-,-
01/04/2018,13:30,0,-,-,-,-,-,-
01/04/2018,13:40,0,-,-,-,-,-,-
01/04/2018,13:50,0,-,-,-,-,-,-
01/04/2018,14:00,0,32.4,52,677,1008.9,1.3,130
01/04/2018,14:10,0,-,-,-,-,-,-
01/04/2018,14:20,0,-,-,-,-,-,-
01/04/2018,14:30,0,-,-,-,-,-,-
01/04/2018,14:40,0,-,-,-,-,-,-
01/04/2018,14:50,0,-,-,-,-,-,-
01/04/2018,15:00,0,31.5,54,492,1008.3,2.7,157
01/04/2018,15:10,0,-,-,-,-,-,-
01/04/2018,15:20,0,-,-,-,-,-,-
01/04/2018,15:30,0,-,-,-,-,-,-
01/04/2018,15:40,0,-,-,-,-,-,-
01/04/2018,15:50,0,-,-,-,-,-,-
01/04/2018,16:00,0,31.2,54,322,1007.9,2.9,146
01/04/2018,16:10,0,-,-,-,-,-,-
01/04/2018,16:20,0,-,-,-,-,-,-
01/04/2018,16:30,0,-,-,-,-,-,-
01/04/2018,16:40,0,-,-,-,-,-,-
01/04/2018,16:50,0,-,-,-,-,-,-
01/04/2018,17:00,0,29.9,54,104,1008.1,3,138
01/04/2018,17:10,0,-,-,-,-,-,-
01/04/2018,17:20,0,-,-,-,-,-,-
01/04/2018,17:30,0,-,-,-,-,-,-
01/04/2018,17:40,0,-,-,-,-,-,-
01/04/2018,17:50,0,-,-,-,-,-,-
01/04/2018,18:00,0,28.2,59,0,1008.8,2.7,127
01/04/2018,18:10,0,-,-,-,-,-,-
01/04/2018,18:20,0,-,-,-,-,-,-
01/04/2018,18:30,0,-,-,-,-,-,-
01/04/2018,18:40,0,-,-,-,-,-,-
01/04/2018,18:50,0,-,-,-,-,-,-
01/04/2018,19:00,0,27.1,65,0,1009.4,3.3,123
01/04/2018,19:10,0,-,-,-,-,-,-
01/04/2018,19:20,0,-,-,-,-,-,-
01/04/2018,19:30,0,-,-,-,-,-,-
01/04/2018,19:40,0,-,-,-,-,-,-
01/04/2018,19:50,0,-,-,-,-,-,-
01/04/2018,20:00,0,26.3,72,0,1009.9,3.1,127
01/04/2018,20:10,0,-,-,-,-,-,-
01/04/2018,20:20,0,-,-,-,-,-,-
01/04/2018,20:30,0,-,-,-,-,-,-
01/04/2018,20:40,0,-,-,-,-,-,-
01/04/2018,20:50,0,-,-,-,-,-,-
01/04/2018,21:00,0,25.8,77,0,1010.5,2.7,122
01/04/2018,21:10,0,-,-,-,-,-,-
01/04/2018,21:20,0,-,-,-,-,-,-
01/04/2018,21:30,0,-,-,-,-,-,-
01/04/2018,21:40,0,-,-,-,-,-,-
01/04/2018,21:50,0,-,-,-,-,-,-
01/04/2018,22:00,0,25.4,81,0,1011.1,2.2,137
01/04/2018,22:10,0,-,-,-,-,-,-
01/04/2018,22:20,0,-,-,-,-,-,-
01/04/2018,22:30,0,-,-,-,-,-,-
01/04/2018,22:40,0,-,-,-,-,-,-
01/04/2018,22:50,0,-,-,-,-,-,-
01/04/2018,23:00,0,25.2,82,0,1011.2,2.4,130
01/04/2018,23:10,0,-,-,-,-,-,-
01/04/2018,23:20,0,-,-,-,-,-,-
01/04/2018,23:30,0,-,-,-,-,-,-
01/04/2018,23:40,0,-,-,-,-,-,-
01/04/2018,23:50,0,-,-,-,-,-,-
02/04/2018,00:00,0,25.1,80,0,1010.9,2,131
02/04/2018,00:10,0,-,-,-,-,-,-
02/04/2018,00:20,0,-,-,-,-,-,-
02/04/2018,00:30,0,-,-,-,-,-,-
02/04/2018,00:40,0,-,-,-,-,-,-
02/04/2018,00:50,0,-,-,-,-,-,-
02/04/2018,01:00,0,24.8,81,0,1010.5,1.6,171
02/04/2018,01:10,0,-,-,-,-,-,-
02/04/2018,01:20,0,-,-,-,-,-,-
02/04/2018,01:30,0,-,-,-,-,-,-
02/04/2018,01:40,0,-,-,-,-,-,-
02/04/2018,01:50,0,-,-,-,-,-,-
02/04/2018,02:00,0,24.5,83,0,1009.9,1.8,157
02/04/2018,02:10,0,-,-,-,-,-,-
02/04/2018,02:20,0,-,-,-,-,-,-
02/04/2018,02:30,0,-,-,-,-,-,-
02/04/2018,02:40,0,-,-,-,-,-,-
02/04/2018,02:50,0,-,-,-,-,-,-
02/04/2018,03:00,0,24.1,85,0,1009.4,1.6,153
02/04/2018,03:10,0,-,-,-,-,-,-
02/04/2018,03:20,0,-,-,-,-,-,-
02/04/2018,03:30,0,-,-,-,-,-,-
02/04/2018,03:40,0,-,-,-,-,-,-
02/04/2018,03:50,0,-,-,-,-,-,-
02/04/2018,04:00,0,23.8,88,0,1009.5,1.4,165
02/04/2018,04:10,0,-,-,-,-,-,-
02/04/2018,04:20,0,-,-,-,-,-,-
02/04/2018,04:30,0,-,-,-,-,-,-
02/04/2018,04:40,0,-,-,-,-,-,-
02/04/2018,04:50,0,-,-,-,-,-,-
02/04/2018,05:00,0,23.3,91,0,1010,0.5,220
02/04/2018,05:10,0,-,-,-,-,-,-
02/04/2018,05:20,0,-,-,-,-,-,-
02/04/2018,05:30,0,-,-,-,-,-,-
02/04/2018,05:40,0,-,-,-,-,-,-
02/04/2018,05:50,0,-,-,-,-,-,-
02/04/2018,06:00,0,23,93,0,1010.5,0,-
02/04/2018,06:10,0,-,-,-,-,-,-
02/04/2018,06:20,0,-,-,-,-,-,-
02/04/2018,06:30,0,-,-,-,-,-,-
02/04/2018,06:40,0,-,-,-,-,-,-
02/04/2018,06:50,0,-,-,-,-,-,-
02/04/2018,07:00,0,24.1,91,119,1011,1,126
02/04/2018,07:10,0,-,-,-,-,-,-
02/04/2018,07:20,0,-,-,-,-,-,-
02/04/2018,07:30,0,-,-,-,-,-,-
02/04/2018,07:40,0,-,-,-,-,-,-
02/04/2018,07:50,0,-,-,-,-,-,-
02/04/2018,08:00,0,27.2,75,371,1012,3,108
02/04/2018,08:10,0,-,-,-,-,-,-
02/04/2018,08:20,0,-,-,-,-,-,-
02/04/2018,08:30,0,-,-,-,-,-,-
02/04/2018,08:40,0,-,-,-,-,-,-
02/04/2018,08:50,0,-,-,-,-,-,-
02/04/2018,09:00,0,29,68,602,1012.5,4.1,90
02/04/2018,09:10,0,-,-,-,-,-,-
02/04/2018,09:20,0,-,-,-,-,-,-
02/04/2018,09:30,0,-,-,-,-,-,-
02/04/2018,09:40,0,-,-,-,-,-,-
02/04/2018,09:50,0,-,-,-,-,-,-
02/04/2018,10:00,0,30.3,63,727,1012.5,2.8,103
02/04/2018,10:10,0,-,-,-,-,-,-
02/04/2018,10:20,0,-,-,-,-,-,-
02/04/2018,10:30,0,-,-,-,-,-,-
02/04/2018,10:40,0,-,-,-,-,-,-
02/04/2018,10:50,0,-,-,-,-,-,-
02/04/2018,11:00,0,31.4,60,490,1012.2,1.9,95
02/04/2018,11:10,0,-,-,-,-,-,-
02/04/2018,11:20,0,-,-,-,-,-,-
02/04/2018,11:30,0,-,-,-,-,-,-
02/04/2018,11:40,0,-,-,-,-,-,-
02/04/2018,11:50,0,-,-,-,-,-,-
02/04/2018,12:00,0,31.7,59,953,1011.4,1.9,69
02/04/2018,12:10,0,-,-,-,-,-,-
02/04/2018,12:20,0,-,-,-,-,-,-
02/04/2018,12:30,0,-,-,-,-,-,-
02/04/2018,12:40,0,-,-,-,-,-,-
02/04/2018,12:50,0,-,-,-,-,-,-
02/04/2018,13:00,0,31.8,57,915,1010.4,1.2,5
02/04/2018,13:10,0,-,-,-,-,-,-
02/04/2018,13:20,0,-,-,-,-,-,-
02/04/2018,13:30,0,-,-,-,-,-,-
02/04/2018,13:40,0,-,-,-,-,-,-
02/04/2018,13:50,0,-,-,-,-,-,-
02/04/2018,14:00,0,32.6,50,791,1009.4,1.1,26
02/04/2018,14:10,0,-,-,-,-,-,-
02/04/2018,14:20,0,-,-,-,-,-,-
02/04/2018,14:30,0,-,-,-,-,-,-
02/04/2018,14:40,0,-,-,-,-,-,-
02/04/2018,14:50,0,-,-,-,-,-,-
02/04/2018,15:00,0,33,51,591,1008.7,1,32
02/04/2018,15:10,0,-,-,-,-,-,-
02/04/2018,15:20,0,-,-,-,-,-,-
02/04/2018,15:30,0,-,-,-,-,-,-
02/04/2018,15:40,0,-,-,-,-,-,-
02/04/2018,15:50,0,-,-,-,-,-,-
02/04/2018,16:00,0,32.2,55,381,1008.3,2.3,185
02/04/2018,16:10,0,-,-,-,-,-,-
02/04/2018,16:20,0,-,-,-,-,-,-
02/04/2018,16:30,0,-,-,-,-,-,-
02/04/2018,16:40,0,-,-,-,-,-,-
02/04/2018,16:50,0,-,-,-,-,-,-
02/04/2018,17:00,0,31.2,56,209,1008.2,2.8,156
02/04/2018,17:10,0,-,-,-,-,-,-
02/04/2018,17:20,0,-,-,-,-,-,-
02/04/2018,17:30,0,-,-,-,-,-,-
02/04/2018,17:40,0,-,-,-,-,-,-
02/04/2018,17:50,0,-,-,-,-,-,-
02/04/2018,18:00,0,28.6,63,0,1008.5,3.1,125
02/04/2018,18:10,0,-,-,-,-,-,-
02/04/2018,18:20,0,-,-,-,-,-,-
02/04/2018,18:30,0,-,-,-,-,-,-
02/04/2018,18:40,0,-,-,-,-,-,-
02/04/2018,18:50,0,-,-,-,-,-,-
02/04/2018,19:00,0,27.4,68,0,1009.2,2.6,123
02/04/2018,19:10,0,-,-,-,-,-,-
02/04/2018,19:20,0,-,-,-,-,-,-
02/04/2018,19:30,0,-,-,-,-,-,-
02/04/2018,19:40,0,-,-,-,-,-,-
02/04/2018,19:50,0,-,-,-,-,-,-
02/04/2018,20:00,0,26.6,72,0,1010,2.4,133
02/04/2018,20:10,0,-,-,-,-,-,-
02/04/2018,20:20,0,-,-,-,-,-,-
02/04/2018,20:30,0,-,-,-,-,-,-
02/04/2018,20:40,0,-,-,-,-,-,-
02/04/2018,20:50,0,-,-,-,-,-,-
02/04/2018,21:00,0,26,77,0,1010.7,2.9,125
02/04/2018,21:10,0,-,-,-,-,-,-
02/04/2018,21:20,0,-,-,-,-,-,-
02/04/2018,21:30,0,-,-,-,-,-,-
02/04/2018,21:40,0,-,-,-,-,-,-
02/04/2018,21:50,0,-,-,-,-,-,-
02/04/2018,22:00,0,25.4,82,0,1011.1,2.4,126
02/04/2018,22:10,0,-,-,-,-,-,-
02/04/2018,22:20,0,-,-,-,-,-,-
02/04/2018,22:30,0,-,-,-,-,-,-
02/04/2018,22:40,0,-,-,-,-,-,-
02/04/2018,22:50,0,-,-,-,-,-,-
02/04/2018,23:00,0,25.1,85,0,1011.6,1.8,143
02/04/2018,23:10,0,-,-,-,-,-,-
02/04/2018,23:20,0,-,-,-,-,-,-
02/04/2018,23:30,0,-,-,-,-,-,-
02/04/2018,23:40,0,-,-,-,-,-,-
02/04/2018,23:50,0,-,-,-,-,-,-
03/04/2018,00:00,0,24.7,88,0,1011.6,1,188
03/04/2018,00:10,0,-,-,-,-,-,-
03/04/2018,00:20,0,-,-,-,-,-,-
03/04/2018,00:30,0,-,-,-,-,-,-
03/04/2018,00:40,0,-,-,-,-,-,-
03/04/2018,00:50,0,-,-,-,-,-,-
03/04/2018,01:00,0,24.3,91,0,1011.1,0,-
03/04/2018,01:10,0,-,-,-,-,-,-
03/04/2018,01:20,0,-,-,-,-,-,-
03/04/2018,01:30,0,-,-,-,-,-,-
03/04/2018,01:40,0,-,-,-,-,-,-
03/04/2018,01:50,0,-,-,-,-,-,-
03/04/2018,02:00,0,24.3,92,0,1010.6,0.7,212
03/04/2018,02:10,0,-,-,-,-,-,-
03/04/2018,02:20,0,-,-,-,-,-,-
03/04/2018,02:30,0,-,-,-,-,-,-
03/04/2018,02:40,0,-,-,-,-,-,-
03/04/2018,02:50,0,-,-,-,-,-,-
03/04/2018,03:00,0,24.4,91,0,1010.3,0,-
03/04/2018,03:10,0,-,-,-,-,-,-
03/04/2018,03:20,0,-,-,-,-,-,-
03/04/2018,03:30,0,-,-,-,-,-,-
03/04/2018,03:40,0,-,-,-,-,-,-
03/04/2018,03:50,0,-,-,-,-,-,-
03/04/2018,04:00,0,24.4,92,0,1010.4,0,-
03/04/2018,04:10,0,-,-,-,-,-,-
03/04/2018,04:20,0,-,-,-,-,-,-
03/04/2018,04:30,0,-,-,-,-,-,-
03/04/2018,04:40,0,-,-,-,-,-,-
03/04/2018,04:50,0,-,-,-,-,-,-
03/04/2018,05:00,0,24.2,92,0,1010.5,0,-
03/04/2018,05:10,0,-,-,-,-,-,-
03/04/2018,05:20,0,-,-,-,-,-,-
03/04/2018,05:30,0,-,-,-,-,-,-
03/04/2018,05:40,0,-,-,-,-,-,-
03/04/2018,05:50,0,-,-,-,-,-,-
03/04/2018,06:00,0,23.8,93,0,1011,0,-
03/04/2018,06:10,0,-,-,-,-,-,-
03/04/2018,06:20,0,-,-,-,-,-,-
03/04/2018,06:30,0,-,-,-,-,-,-
03/04/2018,06:40,0,-,-,-,-,-,-
03/04/2018,06:50,0,-,-,-,-,-,-
03/04/2018,07:00,0,24.5,93,107,1011.7,0,-
03/04/2018,07:10,0,-,-,-,-,-,-
03/04/2018,07:20,0,-,-,-,-,-,-
03/04/2018,07:30,0,-,-,-,-,-,-
03/04/2018,07:40,0,-,-,-,-,-,-
03/04/2018,07:50,0,-,-,-,-,-,-
03/04/2018,08:00,0,26.9,80,371,1012.5,2.1,145
03/04/2018,08:10,0,-,-,-,-,-,-
03/04/2018,08:20,0,-,-,-,-,-,-
03/04/2018,08:30,0,-,-,-,-,-,-
03/04/2018,08:40,0,-,-,-,-,-,-
03/04/2018,08:50,0,-,-,-,-,-,-
03/04/2018,09:00,0,28.3,71,260,1012.6,3.5,128
03/04/2018,09:10,0,-,-,-,-,-,-
03/04/2018,09:20,0,-,-,-,-,-,-
03/04/2018,09:30,0,-,-,-,-,-,-
03/04/2018,09:40,0,-,-,-,-,-,-
03/04/2018,09:50,0,-,-,-,-,-,-
03/04/2018,10:00,0,30.1,64,332,1012.6,2.8,104
03/04/2018,10:10,0,-,-,-,-,-,-
03/04/2018,10:20,0,-,-,-,-,-,-
03/04/2018,10:30,0,-,-,-,-,-,-
03/04/2018,10:40,0,-,-,-,-,-,-
03/04/2018,10:50,0,-,-,-,-,-,-
03/04/2018,11:00,0,31.3,59,339,-,2.5,116
03/04/2018,11:10,0,-,-,-,-,-,-
03/04/2018,11:20,0,-,-,-,-,-,-
03/04/2018,11:30,0,-,-,-,-,-,-
03/04/2018,11:40,0,-,-,-,-,-,-
03/04/2018,11:50,0,-,-,-,-,-,-
03/04/2018,12:00,0,31.9,56,1025,1011.1,2.6,136
03/04/2018,12:10,0,-,-,-,-,-,-
03/04/2018,12:20,0,-,-,-,-,-,-
03/04/2018,12:30,0,-,-,-,-,-,-
03/04/2018,12:40,0,-,-,-,-,-,-
03/04/2018,12:50,0,-,-,-,-,-,-
03/04/2018,13:00,0,32.1,57,320,1010.1,2.6,147
03/04/2018,13:10,0,-,-,-,-,-,-
03/04/2018,13:20,0,-,-,-,-,-,-
03/04/2018,13:30,0,-,-,-,-,-,-
03/04/2018,13:40,0,-,-,-,-,-,-
03/04/2018,13:50,0,-,-,-,-,-,-
03/04/2018,14:00,0,32.2,55,860,1009,2.7,114
03/04/2018,14:10,0,-,-,-,-,-,-
03/04/2018,14:20,0,-,-,-,-,-,-
03/04/2018,14:30,0,-,-,-,-,-,-
03/04/2018,14:40,0,-,-,-,-,-,-
03/04/2018,14:50,0,-,-,-,-,-,-
03/04/2018,15:00,0,33.3,52,612,1008.3,1.8,86
03/04/2018,15:10,0,-,-,-,-,-,-
03/04/2018,15:20,0,-,-,-,-,-,-
03/04/2018,15:30,0,-,-,-,-,-,-
03/04/2018,15:40,0,-,-,-,-,-,-
03/04/2018,15:50,0,-,-,-,-,-,-
03/04/2018,16:00,0,32.2,56,193,1008.1,1.7,125
03/04/2018,16:10,0,-,-,-,-,-,-
03/04/2018,16:20,0,-,-,-,-,-,-
03/04/2018,16:30,0,-,-,-,-,-,-
03/04/2018,16:40,0,-,-,-,-,-,-
03/04/2018,16:50,0,-,-,-,-,-,-
03/04/2018,17:00,0,31.5,56,140,1008.1,2.6,167
03/04/2018,17:10,0,-,-,-,-,-,-
03/04/2018,17:20,0,-,-,-,-,-,-
03/04/2018,17:30,0,-,-,-,-,-,-
03/04/2018,17:40,0,-,-,-,-,-,-
03/04/2018,17:50,0,-,-,-,-,-,-
03/04/2018,18:00,0,30,63,0,1008.3,2.5,141
03/04/2018,18:10,0,-,-,-,-,-,-
03/04/2018,18:20,0,-,-,-,-,-,-
03/04/2018,18:30,0,-,-,-,-,-,-
03/04/2018,18:40,0,-,-,-,-,-,-
03/04/2018,18:50,0,-,-,-,-,-,-
03/04/2018,19:00,0,28.2,71,0,1008.9,3.5,126
03/04/2018,19:10,0,-,-,-,-,-,-
03/04/2018,19:20,0,-,-,-,-,-,-
03/04/2018,19:30,0,-,-,-,-,-,-
03/04/2018,19:40,0,-,-,-,-,-,-
03/04/2018,19:50,0,-,-,-,-,-,-
03/04/2018,20:00,0,27,79,0,1009.3,2.6,129
03/04/2018,20:10,0,-,-,-,-,-,-
03/04/2018,20:20,0,-,-,-,-,-,-
03/04/2018,20:30,0,-,-,-,-,-,-
03/04/2018,20:40,0,-,-,-,-,-,-
03/04/2018,20:50,0,-,-,-,-,-,-
03/04/2018,21:00,0,26.1,82,0,1010,2.6,129
03/04/2018,21:10,0,-,-,-,-,-,-
03/04/2018,21:20,0,-,-,-,-,-,-
03/04/2018,21:30,0,-,-,-,-,-,-
03/04/2018,21:40,0,-,-,-,-,-,-
03/04/2018,21:50,0,-,-,-,-,-,-
03/04/2018,22:00,0,25.7,85,0,1010.9,1.8,136
03/04/2018,22:10,0,-,-,-,-,-,-
03/04/2018,22:20,0,-,-,-,-,-,-
03/04/2018,22:30,0,-,-,-,-,-,-
03/04/2018,22:40,0,-,-,-,-,-,-
03/04/2018,22:50,0,-,-,-,-,-,-
03/04/2018,23:00,0,25.4,87,0,1011.4,1.1,155
03/04/2018,23:10,0,-,-,-,-,-,-
03/04/2018,23:20,0,-,-,-,-,-,-
03/04/2018,23:30,0,-,-,-,-,-,-
03/04/2018,23:40,0,-,-,-,-,-,-
03/04/2018,23:50,0,-,-,-,-,-,-
04/04/2018,00:00,0,25.4,87,0,1011.1,1.2,165
04/04/2018,00:10,0,-,-,-,-,-,-
04/04/2018,00:20,0,-,-,-,-,-,-
04/04/2018,00:30,0,-,-,-,-,-,-
04/04/2018,00:40,0,-,-,-,-,-,-
04/04/2018,00:50,0,-,-,-,-,-,-
04/04/2018,01:00,0,24.9,90,0,1010.4,0.4,184
04/04/2018,01:10,0,-,-,-,-,-,-
04/04/2018,01:20,0,-,-,-,-,-,-
04/04/2018,01:30,0,-,-,-,-,-,-
04/04/2018,01:40,0,-,-,-,-,-,-
04/04/2018,01:50,0,-,-,-,-,-,-
04/04/2018,02:00,0,24.5,92,0,1009.6,0,-
04/04/2018,02:10,0,-,-,-,-,-,-
04/04/2018,02:20,0,-,-,-,-,-,-
04/04/2018,02:30,0,-,-,-,-,-,-
04/04/2018,02:40,0,-,-,-,-,-,-
04/04/2018,02:50,0,-,-,-,-,-,-
04/04/2018,03:00,0,24.7,92,0,1009.2,0,-
04/04/2018,03:10,0,-,-,-,-,-,-
04/04/2018,03:20,0,-,-,-,-,-,-
04/04/2018,03:30,0,-,-,-,-,-,-
04/04/2018,03:40,0,-,-,-,-,-,-
04/04/2018,03:50,0,-,-,-,-,-,-
04/04/2018,04:00,0,24.5,92,0,1009.2,0,-
04/04/2018,04:10,0,-,-,-,-,-,-
04/04/2018,04:20,0,-,-,-,-,-,-
04/04/2018,04:30,0,-,-,-,-,-,-
04/04/2018,04:40,0,-,-,-,-,-,-
04/04/2018,04:50,0,-,-,-,-,-,-
04/04/2018,05:00,0,24.9,90,0,1009.8,2.2,108
04/04/2018,05:10,0,-,-,-,-,-,-
04/04/2018,05:20,0,-,-,-,-,-,-
04/04/2018,05:30,0,-,-,-,-,-,-
04/04/2018,05:40,0,-,-,-,-,-,-
04/04/2018,05:50,0,-,-,-,-,-,-
04/04/2018,06:00,0,25,89,0,1010.3,2.3,122
04/04/2018,06:10,0,-,-,-,-,-,-
04/04/2018,06:20,0,-,-,-,-,-,-
04/04/2018,06:30,0,-,-,-,-,-,-
04/04/2018,06:40,0,-,-,-,-,-,-
04/04/2018,06:50,0,-,-,-,-,-,-
04/04/2018,07:00,0,25.6,86,115,1011,2.6,125
04/04/2018,07:10,0,-,-,-,-,-,-
04/04/2018,07:20,0,-,-,-,-,-,-
04/04/2018,07:30,0,-,-,-,-,-,-
04/04/2018,07:40,0,-,-,-,-,-,-
04/04/2018,07:50,0,-,-,-,-,-,-
04/04/2018,08:00,0,27.2,77,381,1011.6,3.6,119
04/04/2018,08:10,0,-,-,-,-,-,-
04/04/2018,08:20,0,-,-,-,-,-,-
04/04/2018,08:30,0,-,-,-,-,-,-
04/04/2018,08:40,0,-,-,-,-,-,-
04/04/2018,08:50,0,-,-,-,-,-,-
04/04/2018,09:00,0,28.4,71,637,1012.1,3.3,114
04/04/2018,09:10,0,-,-,-,-,-,-
04/04/2018,09:20,0,-,-,-,-,-,-
04/04/2018,09:30,0,-,-,-,-,-,-
04/04/2018,09:40,0,-,-,-,-,-,-
04/04/2018,09:50,0,-,-,-,-,-,-
04/04/2018,10:00,0,30,64,309,1012,1.9,113
04/04/2018,10:10,0,-,-,-,-,-,-
04/04/2018,10:20,0,-,-,-,-,-,-
04/04/2018,10:30,0,-,-,-,-,-,-
04/04/2018,10:40,0,-,-,-,-,-,-
04/04/2018,10:50,0,-,-,-,-,-,-
04/04/2018,11:00,0,31.8,58,977,1011.2,3.4,97
04/04/2018,11:10,0,-,-,-,-,-,-
04/04/2018,11:20,0,-,-,-,-,-,-
04/04/2018,11:30,0,-,-,-,-,-,-
04/04/2018,11:40,0,-,-,-,-,-,-
04/04/2018,11:50,0,-,-,-,-,-,-
04/04/2018,12:00,0,32.4,55,978,1010.1,2.3,105
04/04/2018,12:10,0,-,-,-,-,-,-
04/04/2018,12:20,0,-,-,-,-,-,-
04/04/2018,12:30,0,-,-,-,-,-,-
04/04/2018,12:40,0,-,-,-,-,-,-
04/04/2018,12:50,0,-,-,-,-,-,-
04/04/2018,13:00,0,33.4,53,949,1009,2.5,92
04/04/2018,13:10,0,-,-,-,-,-,-
04/04/2018,13:20,0,-,-,-,-,-,-
04/04/2018,13:30,0,-,-,-,-,-,-
04/04/2018,13:40,0,-,-,-,-,-,-
04/04/2018,13:50,0,-,-,-,-,-,-
04/04/2018,14:00,0,33.5,51,332,1007.8,2.8,93
04/04/2018,14:10,0,-,-,-,-,-,-
04/04/2018,14:20,0,-,-,-,-,-,-
04/04/2018,14:30,0,-,-,-,-,-,-
04/04/2018,14:40,0,-,-,-,-,-,-
04/04/2018,14:50,0,-,-,-,-,-,-
04/04/2018,15:00,0,33,53,292,1007.4,3.1,89
04/04/2018,15:10,0,-,-,-,-,-,-
04/04/2018,15:20,0,-,-,-,-,-,-
04/04/2018,15:30,0,-,-,-,-,-,-
04/04/2018,15:40,0,-,-,-,-,-,-
04/04/2018,15:50,0,-,-,-,-,-,-
04/04/2018,16:00,0,32.1,56,331,1007.2,2.4,103
04/04/2018,16:10,0,-,-,-,-,-,-
04/04/2018,16:20,0,-,-,-,-,-,-
04/04/2018,16:30,0,-,-,-,-,-,-
04/04/2018,16:40,0,-,-,-,-,-,-
04/04/2018,16:50,0,-,-,-,-,-,-
04/04/2018,17:00,0,30.9,58,129,1007.3,2.1,134
04/04/2018,17:10,0,-,-,-,-,-,-
04/04/2018,17:20,0,-,-,-,-,-,-
04/04/2018,17:30,0,-,-,-,-,-,-
04/04/2018,17:40,0,-,-,-,-,-,-
04/04/2018,17:50,0,-,-,-,-,-,-
04/04/2018,18:00,0,29.4,62,0,1007.3,3.1,122
04/04/2018,18:10,0,-,-,-,-,-,-
04/04/2018,18:20,0,-,-,-,-,-,-
04/04/2018,18:30,0,-,-,-,-,-,-
04/04/2018,18:40,0,-,-,-,-,-,-
04/04/2018,18:50,0,-,-,-,-,-,-
04/04/2018,19:00,0,28,70,0,1007.7,2.7,119
04/04/2018,19:10,0,-,-,-,-,-,-
04/04/2018,19:20,0,-,-,-,-,-,-
04/04/2018,19:30,0,-,-,-,-,-,-
04/04/2018,19:40,0,-,-,-,-,-,-
04/04/2018,19:50,0,-,-,-,-,-,-
04/04/2018,20:00,0,26.8,78,0,1008.2,3.2,126
04/04/2018,20:10,0,-,-,-,-,-,-
04/04/2018,20:20,0,-,-,-,-,-,-
04/04/2018,20:30,0,-,-,-,-,-,-
04/04/2018,20:40,0,-,-,-,-,-,-
04/04/2018,20:50,0,-,-,-,-,-,-
04/04/2018,21:00,0,26.1,81,0,1009,2.6,124
04/04/2018,21:10,0,-,-,-,-,-,-
04/04/2018,21:20,0,-,-,-,-,-,-
04/04/2018,21:30,0,-,-,-,-,-,-
04/04/2018,21:40,0,-,-,-,-,-,-
04/04/2018,21:50,0,-,-,-,-,-,-
04/04/2018,22:00,0,25.5,86,0,1009.6,1.4,141
04/04/2018,22:10,0,-,-,-,-,-,-
04/04/2018,22:20,0,-,-,-,-,-,-
04/04/2018,22:30,0,-,-,-,-,-,-
04/04/2018,22:40,0,-,-,-,-,-,-
04/04/2018,22:50,0,-,-,-,-,-,-
04/04/2018,23:00,0,25.3,89,0,1009.9,2,126
04/04/2018,23:10,0,-,-,-,-,-,-
04/04/2018,23:20,0,-,-,-,-,-,-
04/04/2018,23:30,0,-,-,-,-,-,-
04/04/2018,23:40,0,-,-,-,-,-,-
04/04/2018,23:50,0,-,-,-,-,-,-
05/04/2018,00:00,0,25.2,90,0,1009.5,1.4,140
05/04/2018,00:10,0,-,-,-,-,-,-
05/04/2018,00:20,0,-,-,-,-,-,-
05/04/2018,00:30,0,-,-,-,-,-,-
05/04/2018,00:40,0,-,-,-,-,-,-
05/04/2018,00:50,0,-,-,-,-,-,-
05/04/2018,01:00,0,25.3,89,0,1009.2,1.6,135
